"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002/2003","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","39465","","","","0"
"2002/2003","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","20235","","","","0"
"2002/2003","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","19230","","","","0"
"2002/2003","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","40542","","","","0"
"2002/2003","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","20850","","","","0"
"2002/2003","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","19692","","","","0"
"2002/2003","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","322","","","","0"
"2002/2003","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","170","","","","0"
"2002/2003","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","152","","","","0"
"2002/2003","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","673","","","","0"
"2002/2003","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","310","","","","0"
"2002/2003","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","363","","","","0"
"2002/2003","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","751","","","","0"
"2002/2003","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","380","","","","0"
"2002/2003","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","371","","","","0"
"2003/2004","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","339351","","","","0"
"2003/2004","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","174267","","","","0"
"2003/2004","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","165084","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4602","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2352","","","","0"
"2003/2004","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2250","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1403","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","710","","","","0"
"2003/2004","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","693","","","","0"
"2003/2004","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8774","","","","0"
"2003/2004","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4447","","","","0"
"2003/2004","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4327","","","","0"
"2003/2004","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7075","","","","0"
"2003/2004","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3562","","","","0"
"2003/2004","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3513","","","","0"
"2003/2004","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","74366","","","","0"
"2003/2004","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","38172","","","","0"
"2003/2004","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","36194","","","","0"
"2003/2004","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","134322","","","","0"
"2003/2004","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","69179","","","","0"
"2003/2004","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","65143","","","","0"
"2003/2004","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","13984","","","","0"
"2003/2004","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7144","","","","0"
"2003/2004","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6840","","","","0"
"2003/2004","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","12128","","","","0"
"2003/2004","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6198","","","","0"
"2003/2004","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","5930","","","","0"
"2003/2004","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","40655","","","","0"
"2003/2004","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","20942","","","","0"
"2003/2004","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","19713","","","","0"
"2003/2004","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","40225","","","","0"
"2003/2004","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","20621","","","","0"
"2003/2004","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","19604","","","","0"
"2003/2004","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","373","","","","0"
"2003/2004","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","188","","","","0"
"2003/2004","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","185","","","","0"
"2003/2004","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","712","","","","0"
"2003/2004","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","367","","","","0"
"2003/2004","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","345","","","","0"
"2003/2004","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","732","","","","0"
"2003/2004","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","385","","","","0"
"2003/2004","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","347","","","","0"
"2004/2005","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","341833","","","","0"
"2004/2005","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","175435","","","","0"
"2004/2005","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","166398","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4546","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2330","","","","0"
"2004/2005","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2216","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1372","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","702","","","","0"
"2004/2005","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","670","","","","0"
"2004/2005","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8685","","","","0"
"2004/2005","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4437","","","","0"
"2004/2005","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4248","","","","0"
"2004/2005","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6877","","","","0"
"2004/2005","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3526","","","","0"
"2004/2005","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3351","","","","0"
"2004/2005","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","75426","","","","0"
"2004/2005","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","38751","","","","0"
"2004/2005","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","36675","","","","0"
"2004/2005","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","135143","","","","0"
"2004/2005","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","69468","","","","0"
"2004/2005","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","65675","","","","0"
"2004/2005","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","14037","","","","0"
"2004/2005","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","7162","","","","0"
"2004/2005","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","6875","","","","0"
"2004/2005","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","11922","","","","0"
"2004/2005","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","6100","","","","0"
"2004/2005","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","5822","","","","0"
"2004/2005","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","41358","","","","0"
"2004/2005","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","21104","","","","0"
"2004/2005","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20254","","","","0"
"2004/2005","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","40653","","","","0"
"2004/2005","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","20925","","","","0"
"2004/2005","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","19728","","","","0"
"2004/2005","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","340","","","","0"
"2004/2005","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","169","","","","0"
"2004/2005","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","171","","","","0"
"2004/2005","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","729","","","","0"
"2004/2005","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","369","","","","0"
"2004/2005","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","360","","","","0"
"2004/2005","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","745","","","","0"
"2004/2005","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","392","","","","0"
"2004/2005","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","353","","","","0"
"2005/2006","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","349162","","","","0"
"2005/2006","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","179257","","","","0"
"2005/2006","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","169905","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4525","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2366","","","","0"
"2005/2006","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2159","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1329","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","706","","","","0"
"2005/2006","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","623","","","","0"
"2005/2006","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8542","","","","0"
"2005/2006","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4368","","","","0"
"2005/2006","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4174","","","","0"
"2005/2006","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6872","","","","0"
"2005/2006","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3527","","","","0"
"2005/2006","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3345","","","","0"
"2005/2006","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","78494","","","","0"
"2005/2006","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","40286","","","","0"
